ReadingID;Lines;Lon;VehicleNumber;Time;Lat;Brigade
1;119;21.159514;1000;2024-02-18 05:20:02;52.211723;5
1;119;21.0003265;1001;2024-02-18 05:20:03;52.2061168;2
1;213;21.115008;1002;2024-02-18 01:55:26;52.234651;1
1;219;21.1088676;1003;2024-02-18 05:20:05;52.2176123;1
1;213;21.1586388;1004;2024-02-18 05:20:08;52.2126825;5
1;219;21.1851975;1005;2024-02-18 05:20:01;52.1841126;3
1;119;21.0852548;1006;2024-02-18 05:20:02;52.2087916;3
1;119;21.0348706;1007;2024-02-18 05:20:00;52.2069819;1
1;L-8;21.1607025;10071;2024-02-18 05:20:04;52.4314755;1
1;L31;21.1627878;10072;2024-02-16 21:02:03;52.4320136;1
1;L49;20.8838841;10073;2024-02-17 23:13:02;52.4128651;1
1;L33;20.99251;10074;2024-02-18 05:20:03;52.1099158;1
1;L-8;21.138933;10075;2024-02-17 17:24:35;52.3830015;M1
1;213;21.2338528;1008;2024-02-18 05:20:02;52.1787005;3
1;219;21.1176745;1009;2024-02-18 05:20:08;52.2335501;2
1;119;21.2055535;1010;2024-02-18 05:20:06;52.210012;4
1;213;21.114953;1011;2024-02-14 18:50:46;52.234814;2
1;213;21.1887316;1012;2024-02-18 05:20:03;52.1499233;2
1;119;21.115203;1013;2024-02-18 00:22:04;52.234621;4
1;213;21.1027205;1014;2024-02-18 05:20:02;52.2223768;4
1;239;20.995775;1020;2024-02-16 20:24:30;52.188538;777
1;192;20.995831;1021;2024-02-16 20:00:26;52.188499;3
1;263;20.995176;1022;2024-02-17 11:56:14;52.188168;4
1;200;20.9955972;1023;2024-02-17 16:46:47;52.1881581;M2
1;108;21.0726594;1024;2024-02-18 05:20:06;52.1796591;2
1;163;20.9951702;1025;2024-02-16 19:11:51;52.1882877;03
1;339;20.995818;1026;2024-02-16 19:59:08;52.1885322;01
1;208;20.9950065;1027;2024-02-18 03:19:27;52.1883482;05
1;218;21.011387;1028;2024-02-18 05:20:06;52.189011;1
1;164;20.9959922;1029;2024-02-16 19:51:16;52.1884926;04
1;192;20.9952289;1030;2024-02-17 21:35:02;52.1882245;06
1;239;20.997984;1031;2024-02-18 01:49:31;52.186188;776
1;163;20.996128;1032;2024-02-18 01:46:54;52.188499;01
1;263;20.9979305;1033;2024-02-18 04:31:32;52.1858592;06
1;192;20.9959314;1034;2024-02-18 01:36:53;52.1884825;2
1;208;20.997972;1035;2024-02-18 04:02:56;52.186077;04
1;208;20.995901;1036;2024-02-18 01:12:51;52.188499;05
1;263;20.996389;1037;2024-02-18 01:23:43;52.185837;3
1;164;20.9951956;1038;2024-02-17 09:58:18;52.1884056;05
1;208;20.995165;1039;2024-02-17 21:51:20;52.188305;04
1;736;21.045414;1040;2024-02-17 22:41:00;52.264389;1
1;107;21.046568;1041;2024-02-15 07:45:40;52.263918;2
1;212;21.056855;1042;2024-02-18 05:20:01;52.3018683;1
1;212;21.044048;1043;2024-02-17 23:22:24;52.265211;5
1;212;21.045031;1044;2024-02-17 21:33:14;52.264645;3
1;212;21.0481783;1045;2024-02-17 08:42:16;52.2641;4
1;212;21.044229;1046;2024-02-17 23:05:47;52.265068;2
1;204;21.046056;1048;2024-02-16 19:31:24;52.264749;04
1;212;21.04814;1049;2024-02-17 13:08:47;52.264074;1
1;228;20.921524;1050;2024-02-18 05:19:56;52.19686;3
1;208;20.918698;1051;2024-02-17 21:07:16;52.196878;2
1;228;20.919464;1052;2024-02-17 02:16:20;52.196943;3
1;208;20.919868;1053;2024-02-18 00:26:17;52.196629;2
1;228;20.913756;1054;2024-02-18 05:20:00;52.207639;2
1;228;20.96448;1055;2024-02-18 05:19:55;52.197163;1
1;207;20.918528;1056;2024-02-13 08:52:19;52.196728;4
1;208;20.949758;1057;2024-02-18 05:20:03;52.202706;591
1;207;20.919635;1058;2024-02-13 07:31:20;52.1969033;3
1;228;20.921425;1059;2024-02-17 23:59:15;52.1968566;3
1;108;20.996429;1060;2024-02-18 01:18:12;52.187675;3
1;263;21.097734;1061;2024-02-18 05:20:06;52.1855352;1
1;263;20.99581;1062;2024-02-18 00:27:08;52.185787;2
1;N37;20.997999;1063;2024-02-18 00:20:59;52.186081;399
1;263;20.9979249;1064;2024-02-17 21:51:28;52.1863561;1
1;263;21.0337749;1065;2024-02-18 05:20:05;52.1485117;2
1;218;20.9971374;1066;2024-02-18 01:26:48;52.1859359;4
1;192;20.997911;1067;2024-02-18 04:22:15;52.185898;M2
1;263;21.107635;1068;2024-02-18 05:20:05;52.1727099;4
