ReadingID;Lines;Lon;VehicleNumber;Time;Lat;Brigade
0;119;21.172548;1000;2024-02-18 05:23:44;52.205781;5
0;119;21.000327;1001;2024-02-18 05:23:58;52.2060288;2
0;213;21.115008;1002;2024-02-18 01:55:26;52.234651;1
0;219;21.1409701;1003;2024-02-18 05:24:00;52.2142975;1
0;213;21.13444;1004;2024-02-18 05:24:03;52.2142946;5
0;219;21.1516841;1005;2024-02-18 05:24:01;52.1863506;3
0;119;21.0676063;1006;2024-02-18 05:24:02;52.2031925;3
0;119;21.0462385;1007;2024-02-18 05:24:01;52.200984;1
0;L-8;21.1226363;10071;2024-02-18 05:24:00;52.444497;1
0;L31;21.1627878;10072;2024-02-16 21:02:03;52.4320136;1
0;L49;20.8838841;10073;2024-02-17 23:13:02;52.4128651;1
0;L33;20.9923921;10074;2024-02-18 05:23:58;52.1099249;1
0;L-8;21.138933;10075;2024-02-17 17:24:35;52.3830015;M1
0;213;21.2200096;1008;2024-02-18 05:23:59;52.1641066;3
0;219;21.1179326;1009;2024-02-18 05:24:00;52.2337773;2
0;119;21.205626;1010;2024-02-18 05:23:46;52.210136;4
0;213;21.114953;1011;2024-02-14 18:50:46;52.234814;2
0;213;21.2035171;1012;2024-02-18 05:24:02;52.1594338;2
0;119;21.115203;1013;2024-02-18 00:22:04;52.234621;4
0;213;21.0921426;1014;2024-02-18 05:24:02;52.2245771;4
0;239;20.995775;1020;2024-02-16 20:24:30;52.188538;777
0;192;20.995831;1021;2024-02-16 20:00:26;52.188499;3
0;263;20.995176;1022;2024-02-17 11:56:14;52.188168;4
0;200;20.9955972;1023;2024-02-17 16:46:47;52.1881581;M2
0;108;21.0878224;1024;2024-02-18 05:24:02;52.1945462;2
0;163;20.9951702;1025;2024-02-16 19:11:51;52.1882877;03
0;339;20.995818;1026;2024-02-16 19:59:08;52.1885322;01
0;208;20.9950065;1027;2024-02-18 03:19:27;52.1883482;05
0;218;21.0247306;1028;2024-02-18 05:24:03;52.190779;1
